decision_id,recommendation_id,original_risk_level,final_risk_level,decision,reason,llm_reasoning,decided_at,decided_by,policy_version
fd2ac023,c1f919ea,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834830,governance_agent,v1.0
bc5314a1,1811e1a9,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834843,governance_agent,v1.0
0cd27b6a,1770f1f8,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834856,governance_agent,v1.0
b8b69fb9,7a254144,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834869,governance_agent,v1.0
d11d0917,e1e1a7ca,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834882,governance_agent,v1.0
de851987,ffd6289a,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834895,governance_agent,v1.0
7f3152d4,91929514,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834908,governance_agent,v1.0
110671c2,7afe37cb,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834921,governance_agent,v1.0
5702ac9f,54a8b47c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834934,governance_agent,v1.0
93f9a06e,45055de2,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834947,governance_agent,v1.0
3149a935,2a808852,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834960,governance_agent,v1.0
cfbac4e6,519a3769,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834972,governance_agent,v1.0
8ec09fc2,018e9745,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834985,governance_agent,v1.0
30bfbba7,f67fb66b,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.834998,governance_agent,v1.0
9353fbcd,a79ba3ce,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835010,governance_agent,v1.0
bc8a50c5,16470185,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835026,governance_agent,v1.0
cb8c9f61,a5321513,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835040,governance_agent,v1.0
fe17e65d,18090598,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835053,governance_agent,v1.0
91319315,541ed86e,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835066,governance_agent,v1.0
ca9d4756,9bb2ba21,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835079,governance_agent,v1.0
041b6bf0,dcaea71b,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835092,governance_agent,v1.0
accf5642,e831b1e2,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835105,governance_agent,v1.0
8f20b365,63fb81d5,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835118,governance_agent,v1.0
f8c7eb04,b3db8438,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835131,governance_agent,v1.0
c813a067,bc494082,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835144,governance_agent,v1.0
4d678f00,9266210f,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835157,governance_agent,v1.0
b3394edd,e10c24de,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835174,governance_agent,v1.0
bb5b24e3,e58a84f9,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835187,governance_agent,v1.0
43d0c8ea,4da59eae,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835200,governance_agent,v1.0
14adca09,887ae6dc,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835212,governance_agent,v1.0
69a0ae2d,9bfaa0d7,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835225,governance_agent,v1.0
8ca28795,c476cd5c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835243,governance_agent,v1.0
3a37438f,3c667b24,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835273,governance_agent,v1.0
ede48c48,a721804a,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835284,governance_agent,v1.0
a5f434bf,c12fa3ae,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835294,governance_agent,v1.0
add976ef,931cd949,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835304,governance_agent,v1.0
aae4e08a,3ba21f2c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835314,governance_agent,v1.0
a068316e,d4fb2de2,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835323,governance_agent,v1.0
ec020116,7e45fcdf,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835333,governance_agent,v1.0
b18f82de,f25e0e88,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835343,governance_agent,v1.0
0b83b339,e71454f4,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835357,governance_agent,v1.0
dfbe000d,2129c6e1,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835367,governance_agent,v1.0
e5d0054e,9292c72d,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835377,governance_agent,v1.0
c4336b6b,12a7ee09,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835387,governance_agent,v1.0
da2c1fc3,8ef9a7bd,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835397,governance_agent,v1.0
61ab8d2e,f7216ea6,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835407,governance_agent,v1.0
f26b7835,bf0fa62d,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835417,governance_agent,v1.0
f895893a,bc238759,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835427,governance_agent,v1.0
32678a71,98a8316f,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835437,governance_agent,v1.0
da8681ee,5cd9f7c7,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835446,governance_agent,v1.0
429638ee,0d144d9d,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835456,governance_agent,v1.0
22721573,f3d8ec65,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835469,governance_agent,v1.0
9d4764df,e68d7aff,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835479,governance_agent,v1.0
59c6453a,dc12bba8,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835489,governance_agent,v1.0
b27c9112,0dc21cea,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835499,governance_agent,v1.0
f658098a,db7ef37c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835508,governance_agent,v1.0
117da3f0,dce3f329,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835520,governance_agent,v1.0
3bb1bd0c,57939e97,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835530,governance_agent,v1.0
d48b4633,e7df738c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835540,governance_agent,v1.0
bd51bc8f,005ad89a,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835550,governance_agent,v1.0
988a49d6,c3662904,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835559,governance_agent,v1.0
8964818d,c97f8bb0,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835569,governance_agent,v1.0
4bb71e0b,76c69f5e,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835579,governance_agent,v1.0
1668604e,87206ffd,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835589,governance_agent,v1.0
5c1e5ab6,a804e8d6,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835598,governance_agent,v1.0
4d8e90bc,d0539a9c,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835608,governance_agent,v1.0
c14ba559,451c773d,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835618,governance_agent,v1.0
fd343d5b,9947d8f1,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835628,governance_agent,v1.0
19a5c207,3586445a,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835638,governance_agent,v1.0
bab60129,53d5a227,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835648,governance_agent,v1.0
c9413b2c,18847207,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835658,governance_agent,v1.0
f1683ef8,49684932,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835670,governance_agent,v1.0
bd0f2bb1,258dc9bd,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835680,governance_agent,v1.0
8685ef68,6d2da8d2,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835693,governance_agent,v1.0
0ea3decf,c9d96007,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835703,governance_agent,v1.0
3e95124a,9935febc,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835716,governance_agent,v1.0
bb69fd90,32365aa2,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835727,governance_agent,v1.0
c98ddd68,bd82c67e,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835740,governance_agent,v1.0
8a6cfb90,6d1b7cc8,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835750,governance_agent,v1.0
847404fa,7d5fb88b,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835760,governance_agent,v1.0
34c38292,a7a7ee18,low,low,approved,"Auto-approved: low risk, within policy bounds.",,2026-04-30 11:52:34.835771,governance_agent,v1.0
